ARI_01_01,D:\football\catalog\static\images\ARI_01_01_A.png,D:\football\catalog\static\images\ARI_01_01_B.png,2022,Panini,Prestige,J.J. Watt,Base,,6,Arizona Cardinals,,DE,,,
ARI_01_02,D:\football\catalog\static\images\ARI_01_02_A.png,D:\football\catalog\static\images\ARI_01_02_B.png,2022,Panini,Prestige,Trey McBride,Base,,327,Arizona Cardinals,,TE,1,,
ARI_01_03,D:\football\catalog\static\images\ARI_01_03_A.png,D:\football\catalog\static\images\ARI_01_03_B.png,2022,Panini,Absolute Football,Myjai Sanders,Base,,186,Arizona Cardinals,,DE,1,,
ARI_01_04,D:\football\catalog\static\images\ARI_01_04_A.png,D:\football\catalog\static\images\ARI_01_04_B.png,2019,Panini,Prestige,Josh Rosen,Rising Star,,RS-JR,Arizona Cardinals,,QB,,,
ARI_01_05,D:\football\catalog\static\images\ARI_01_05_A.png,D:\football\catalog\static\images\ARI_01_05_B.png,2022,Panini,SCORE,James Conner,Base,Red,147,Arizona Cardinals,,RB,,,
ARI_01_06,D:\football\catalog\static\images\ARI_01_06_A.png,D:\football\catalog\static\images\ARI_01_06_B.png,2022,Panini,SCORE,James Conner,Base,Yellow Border,147,Arizona Cardinals,,RB,,,
ARI_01_07,D:\football\catalog\static\images\ARI_01_07_A.png,D:\football\catalog\static\images\ARI_01_07_B.png,2021,Panini,Chronicles,Kyler Murray,Base,,1,Arizona Cardinals,,WB,,,
ARI_01_08,D:\football\catalog\static\images\ARI_01_08_A.png,D:\football\catalog\static\images\ARI_01_08_B.png,2022,Panini,SCORE,Kyler Murray,Celebration,,C-KM,Arizona Cardinals,,QB,,,
